R1,R2,R3,R4,barrier
C#C[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],4.0
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],15.7
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],13.5
O=[N+]([O-])[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,7.4
O=[N+]([O-])[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],10.7
S[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,8.7
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,13.2
S=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],13.6
Cl[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],9.3
Br[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,13.4
C#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],6.2
O[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,17.0
O=[N+]([O-])[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,8.5
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,12.1
Cl[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],7.9
F[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],19.6
O[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],19.0
O=C=N[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,14.7
O[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],17.1
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],12.4
S=C=N[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,11.0
N#C[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],8.4
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,13.2
O[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],17.2
Cl[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],7.7
Br[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,10.6
O=[N+]([O-])[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],3.0
O[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,16.0
C#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],7.9
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],11.9
Cl[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,9.2
O=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],13.8
Cl[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],10.2
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,11.1
N#C[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,2.6
N#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,7.9
O[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],16.7
F[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],14.0
S[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.1
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,14.4
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],13.6
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],8.7
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,13.4
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],11.5
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],15.9
N#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,8.9
Br[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,8.2
O=C=N[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],8.9
I[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],9.8
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,12.6
O=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],13.4
O[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],15.0
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],8.7
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,17.8
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,13.3
N#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],9.1
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,13.8
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,13.8
C#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],9.7
Br[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,13.4
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,14.5
N#C[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],4.6
F[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,23.6
O=[N+]([O-])[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],5.3
Br[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],6.4
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],15.0
C#C[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.3
O=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],13.6
S[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.7
O=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],12.6
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],9.2
F[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,24.0
S[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],6.2
O[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,20.1
Br[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.6
Cl[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,15.0
Br[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],8.7
S[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.3
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,21.0
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,14.4
F[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,13.8
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],10.4
F[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],16.4
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],9.2
O[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],17.1
O[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],17.8
O=[N+]([O-])[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],4.5
O=[N+]([O-])[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,8.6
Cl[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],10.0
F[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],18.7
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,16.3
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],10.9
O[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],16.4
O=[N+]([O-])[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,9.4
Br[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],7.7
C#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,13.2
N#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],8.6
O=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],16.5
S[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],9.2
Cl[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,14.2
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,15.1
N#C[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,5.3
N#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],10.7
O[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],16.1
S=C=N[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],9.4
S=C=N[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],9.3
F[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],18.2
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,10.9
O[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],7.3
S=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],15.5
C#C[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.1
O[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,16.1
S[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],11.1
F[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],18.5
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],11.2
S=C=N[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],10.3
N#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],6.7
O=[N+]([O-])[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.0
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],8.7
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,16.8
S[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,7.1
Br[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],13.1
O[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,16.0
S[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,10.4
F[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,18.3
S[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,12.9
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],20.3
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],11.8
O=[N+]([O-])[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],11.5
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],12.5
O[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],12.7
Cl[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],10.6
O=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,16.8
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,9.0
O=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],16.5
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],9.4
O[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],13.2
Cl[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,9.9
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],5.8
C#C[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],8.4
S[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,11.6
F[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,22.6
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],10.2
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],8.3
O[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],19.8
O[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],17.0
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,10.4
Br[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],7.6
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],13.2
Cl[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],4.5
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,18.5
Cl[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],14.2
S=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,13.5
S=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,14.3
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],8.4
O[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,12.3
N#C[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],3.1
O[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],18.0
O[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,17.7
N#C[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],4.3
C#C[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,8.4
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,18.1
S[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],11.2
O[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],21.1
F[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,18.5
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],7.1
Cl[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],14.4
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,7.7
O=[N+]([O-])[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],3.1
O=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],14.6
Br[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,10.1
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],14.0
S=C=N[*:1],[NH+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,11.2
C#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,15.1
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,11.8
F[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],18.1
Br[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,11.9
S[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,11.0
O=[N+]([O-])[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,11.3
N#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],4.4
C#C[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,11.2
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],15.1
C#C[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],5.8
C#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],11.2
S[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],6.7
Br[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.5
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],18.3
O=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,17.4
Cl[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],11.0
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],8.8
Br[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.3
O[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],19.1
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],13.2
N#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],6.9
I[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,8.2
C#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,10.3
O=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,16.0
O[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],14.0
N#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,10.4
O[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],12.3
O=[N+]([O-])[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],8.3
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],5.9
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],19.4
O[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],18.7
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],14.2
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],7.8
S[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],13.2
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],15.1
O=[N+]([O-])[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,5.5
N#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],6.7
Cl[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],10.6
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],8.5
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,14.5
S=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],15.2
O=[N+]([O-])[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.7
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],7.6
S=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],14.8
O=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],15.6
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],10.6
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,11.4
O=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,17.6
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],6.8
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],15.9
C#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],7.0
O=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,17.0
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,10.8
I[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,9.7
Br[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,12.4
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,12.5
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],11.6
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,20.5
S[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,7.0
O[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],11.2
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,10.7
S[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],6.8
