R1,R2,R3,R4,low_barrier,barrier
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,1.940239276095085,13.2
C#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,2.5395046409375235,13.2
O[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],1.9772619532156284,13.2
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,3.701640196999644,13.2
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],4.1295972429179,13.2
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.0684896699574025,13.2
O=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.831145597001471,13.2
O=C=N[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,4.346713280940445,13.2
O=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],3.025191963280735,13.2
O=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],4.688074912934656,13.3
O=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],3.0446445560176056,13.3
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,2.7716807509933843,13.3
O=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],5.092186844984454,13.3
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.543897161997772,13.3
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],2.106527570960603,13.3
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.7794505689458693,13.3
S=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],3.9382088279017378,13.3
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.088182045022464,13.3
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],2.988169286017514,13.3
O=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.024804241968461,13.3
O[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],3.9363263192631845,13.3
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],1.045419998000105,13.3
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,3.845965886920612,13.3
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,2.963696669007963,13.3
F[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],2.806193416048926,13.3
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.045899562014437,13.3
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,4.4916664739311685,13.3
Cl[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,4.505471540038991,13.3
S=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],3.789490617205876,13.3
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],1.319011305951403,13.3
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],4.622814601099423,13.3
S[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.948009093976231,13.3
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.8315333181710676,13.3
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,4.37369590994366,13.3
S[*:1],[NH+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,4.014136690924055,13.3
Br[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,6.225457263190791,13.4
Cl[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,5.0721067489638125,13.4
Br[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,4.768395297017222,13.4
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],2.941106561064997,13.4
F[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],3.435578924957996,13.4
S=C=N[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,3.877968539911152,13.4
C#C[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,3.3150983489768246,13.4
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],4.543121720086611,13.4
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,4.063081924943157,13.4
F[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],2.834431050906294,13.4
S[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,4.128969739990823,13.4
O[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],2.0293447020127933,13.4
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],3.0063668730429085,13.4
F[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],2.910358913928611,13.4
O=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],4.137127279041566,13.4
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,2.6825753250043376,13.4
O=[N+]([O-])[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],1.5141647391007373,13.4
Br[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,4.655444757302395,13.4
C#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,3.6608525019599454,13.4
S=C=N[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,5.156819654249305,13.4
O=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.82839580310765,13.4
S=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],4.012254182000146,13.4
O=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],3.1638701258592676,13.4
O=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.298395549991097,13.4
Cl[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,5.46053110591054,13.5
S=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.218075165908531,13.5
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],3.1237099339606624,13.5
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,2.2659133330575645,13.5
F[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],3.238542983027431,13.5
S=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],4.978608801985856,13.5
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],4.694977446273923,13.5
F[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],2.919143955906431,13.6
O[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.023161515087388,13.6
F[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],2.9329490220142542,13.6
Cl[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,5.661959569044032,13.6
C#C[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,3.078529717932054,13.6
C#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,3.1983827909861478,13.6
S=C=N[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,4.720705068994951,13.6
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.3565135473002945,13.6
S=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],4.216820160054378,13.6
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.6326148670312386,13.6
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.486018947016765,13.6
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.1186899099733365,13.6
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,2.72587303196636,13.6
O=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],4.1628549020479495,13.6
S=C=N[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,4.346713281083123,13.6
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.356753328915097,13.6
S=C=N[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,5.721572353964863,13.6
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,4.454016294026226,13.6
S=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],4.66109228407412,13.7
O=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],4.270785417918129,13.7
O[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],3.2812131872050543,13.7
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,4.017901709199904,13.7
O[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],3.7643904972692477,13.7
O=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.067714228046242,13.7
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,3.802668180101267,13.7
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.2429355040876797,13.7
F[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.027314253962123,13.7
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.9183685138525925,13.7
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],4.394403508962717,13.7
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],3.1513200658909533,13.7
O[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],3.465071565954873,13.7
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],3.3941637270625593,13.7
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],5.180664767903747,13.7
Cl[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,4.416993616905683,13.7
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],5.1787822589798385,13.8
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,5.272280205957795,13.8
O[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.302788070908668,13.8
F[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.724857808012364,13.8
C#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],2.3870214119658124,13.8
O=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],4.548769247143691,13.8
C#C[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,2.5966074140073694,13.8
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,4.1145371709559235,13.8
O=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],4.069984457997069,13.8
C#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],2.077034930035065,13.8
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.969823760008036,13.8
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],2.7905058409458556,13.8
Br[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,5.29612532004027,13.8
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,3.6985026819362266,13.8
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,3.3878886969357245,13.8
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,4.686819906937825,13.8
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,2.3035635129625067,13.8
O[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],4.389383484975391,13.8
C#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,3.9890365709874263,13.8
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,4.270157914991051,13.8
F[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],3.3527485290244448,13.8
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],4.1603448901969635,13.9
Br[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,4.482253929168949,13.9
Cl[*:1],[NH+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,4.61779457696942,13.9
Cl[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],5.184429785894241,13.9
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],4.539356702096117,13.9
S[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],2.794270859007689,13.9
F[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.8258857909713093,13.9
S=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.573241864010566,13.9
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,1.632135302945568,13.9
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,4.437073712854985,13.9
C#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,4.560064300972496,14.0
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,5.488141237983509,14.0
C#C[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,3.118062406903582,14.0
Br[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,7.380690286056323,14.0
S=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],4.529316653978788,14.0
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],2.700772912029732,14.0
S[*:1],[O+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,4.817340531036325,14.0
Br[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,5.463668620973958,14.0
F[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],3.1036298380113596,14.0
O[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],2.932949021871577,14.0
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.223095189967196,14.0
O=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,5.102226892959106,14.0
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],4.137754781968643,14.0
F[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],4.282707974959366,14.0
O=C=N[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,4.66987732605194,14.0
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,4.448368767111823,14.0
S=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],5.007473939912979,14.0
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],4.685564901226349,14.0
F[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],3.4299313980435935,14.0
F[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.006218934058825,14.1
O[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],4.259490363946646,14.1
C#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],1.3572889890687776,14.1
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,4.7445501832201025,14.1
C#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,3.6589699929646984,14.1
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.6962324521280765,14.1
F[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.784082871906276,14.2
S=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],5.289222786986358,14.2
Cl[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,6.275657503064048,14.2
Cl[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,5.426645943996093,14.2
O[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],3.9463663669524807,14.2
Cl[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],4.108889644041521,14.2
O=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],5.2603576492019135,14.2
O=C=N[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,4.811693004121922,14.2
S=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],4.695604949058322,14.2
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,4.981118813979519,14.2
O=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],5.151799629976624,14.2
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],4.085672032886123,14.2
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.708542730053556,14.2
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],4.51174656988047,14.2
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],5.597326759993198,14.2
O=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],5.104109401954353,14.2
F[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.6275948429012352,14.2
O=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],5.1022268933158,14.2
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],4.221840184041703,14.2
O=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.3379282389626255,14.2
O[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],5.250317600941907,14.3
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],5.05516416793525,14.3
F[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],3.404203775179888,14.3
S[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.464056342000877,14.3
F[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.620932092032836,14.3
O[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.59896948687427,14.3
F[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],4.314083125022829,14.3
O[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],5.872800577011081,14.3
O=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.222079965941861,14.3
O[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.2448180128689104,14.3
S=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.213534706006876,14.3
F[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],3.9865265589937637,14.3
O[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.712307748329405,14.3
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,3.5253118539454587,14.3
F[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],4.427661168235444,14.3
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,5.762360048933223,14.3
O=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.7012524759727246,14.3
O=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.115644237968671,14.3
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.8591434501013584,14.4
Cl[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.570879791000986,14.4
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,4.1183021889464175,14.4
O[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],4.618422080039174,14.4
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,5.348835572049866,14.4
S=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],3.9921740859081662,14.4
F[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],3.4117338108755213,14.4
S=C=N[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,5.573481645910723,14.4
